id;parentid;level;namemhobt;visible;createat;lastupdateat;createuser;lastupdateuser;regiontypeid;regionmapid;names;shortnames
6b9c1a37-6568-4e57-ad2f-5477ef539fcb;6b9c1a37-6568-4e57-ad2f-5477ef539fcb;2;1708;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;84eb9526-0f43-41d9-a796-8d94d26d33a2;"{""en-US"":""Dzhizak province"",""ru-RU"":""Джизакская область"",""uz-Latn-UZ"":""Jizzax viloyati""}";"{""en-US"":""KZT"",""ru-RU"":""МГБ"",""uz-Latn-UZ"":""QNT""}"
86a7670c-a010-48fa-b5d2-f0aec5d877fe;86a7670c-a010-48fa-b5d2-f0aec5d877fe;2;1703;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;e3dac8e4-dbb8-45d4-ab97-abfc87cdcc6e;"{""en-US"":""Andizhan province"",""ru-RU"":""Андижанская область"",""uz-Latn-UZ"":""Andijon viloyati""}";"{""en-US"":""AND"",""ru-RU"":""АНД"",""uz-Latn-UZ"":""AND""}"
8b89dc72-97bb-41b3-ad6f-5462c79a9616;8b89dc72-97bb-41b3-ad6f-5462c79a9616;2;1724;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;0816d7e6-5a9e-4e20-8d44-cd7ecf0a9ec2;"{""en-US"":""Syrdarya province"",""ru-RU"":""Сырдарьинская область"",""uz-Latn-UZ"":""Sirdaryo viloyati""}";"{""en-US"":""SRD"",""ru-RU"":""ЮКЧ"",""uz-Latn-UZ"":""CHN""}"
9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;2;1706;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;8a88baa4-2b5c-4d49-9f10-ed04cd1dabdb;"{""en-US"":""Bukhara province"",""ru-RU"":""Бухарская область"",""uz-Latn-UZ"":""Buxoro viloyati""}";"{""en-US"":""VAB"",""ru-RU"":""ГЖД"",""uz-Latn-UZ"":""VBK""}"
c4645385-7ff6-4910-8b91-588501be07be;c4645385-7ff6-4910-8b91-588501be07be;2;1722;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;9e27f232-bca3-4439-a777-66e15e79e8c6;"{""en-US"":""Surkhandarya province"",""ru-RU"":""Сурхандарьинская область"",""uz-Latn-UZ"":""Surxondaryo viloyati""}";"{""en-US"":""SHX"",""ru-RU"":""ЭЛК"",""uz-Latn-UZ"":""CHM""}"
abf35c38-1556-4c8a-be2e-fd81b52ff858;6b9c1a37-6568-4e57-ad2f-5477ef539fcb;3;1708218;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;d69f19a9-fc3f-41b8-a830-e2a66fbaec16;"{""en-US"":""Zaаmin district"",""ru-RU"":""Зааминский район"",""uz-Latn-UZ"":""Zomin tumani""}";"{""en-US"":""MRB"",""ru-RU"":""МЗР"",""uz-Latn-UZ"":""KST""}"
4f890527-2c03-490b-b124-5b9acd683740;;1;11;TRUE;2025-07-08 11:47:09;2025-07-08 19:18:39;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;;;"{""en-US"":""123123"",""ru-RU"":""123123"",""uz-Latn-UZ"":""1234123""}";"{""en-US"":""123 123"",""ru-RU"":""123123"",""uz-Latn-UZ"":""123123""}"
b317250b-3fa7-4b29-bdc9-4178e7908e2c;;1;1;TRUE;2025-07-08 11:50:13;2025-07-08 11:50:13;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;;;"{""en-US"":""123"",""ru-RU"":""123"",""uz-Latn-UZ"":""123""}";"{""en-US"":""123"",""ru-RU"":""123"",""uz-Latn-UZ"":""123""}"
ac001ac2-71b3-4355-8987-6b388951ce3f;6b9c1a37-6568-4e57-ad2f-5477ef539fcb;3;1708212;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;09294a3a-fbca-44d4-8709-26b3f0b85691;"{""en-US"":""Sharof Rashidov district"",""ru-RU"":""Шароф-Рашидовский район"",""uz-Latn-UZ"":""Sharof Rashidov tumani""}";"{""en-US"":""YUL"",""ru-RU"":""ЯНГ"",""uz-Latn-UZ"":""SHR""}"
ac007477-7cb9-478a-b289-37e0d2ebab9b;35c53524-c813-44fb-833c-9f506c9a3686;3;1733204;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;696859f8-4ccb-431f-afb3-2b3c5ababbfa;"{""en-US"":""Bagat district"",""ru-RU"":""Багатский район"",""uz-Latn-UZ"":""Bog‘ot tumani""}";"{""en-US"":""BGT"",""ru-RU"":""БЛК"",""uz-Latn-UZ"":""BGD""}"
ac62011c-b170-4038-8b35-f55aae80b00d;e620d9be-4034-41a3-b73e-a1aedd52b9e7;3;1726290;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;18d3c5ae-2de8-4063-a03f-d3ce42422134;"{""en-US"":""Yashnobod district"",""ru-RU"":""Яшнабадский район"",""uz-Latn-UZ"":""Yashnobod tumani""}";"{""en-US"":""YAS"",""ru-RU"":""ЯШН"",""uz-Latn-UZ"":""YAS""}"
ad88b22b-29e5-4b5a-ad2b-f00a0c7abb83;068d807b-8cb9-4b1c-8075-95939ecc454c;3;1735207;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;0cc9e2aa-8f8a-472e-b5ca-857d1fc8f0dd;"{""en-US"":""Beruniy district"",""ru-RU"":""Берунийский район"",""uz-Latn-UZ"":""Beruniy tumani""}";"{""en-US"":""BRN"",""ru-RU"":""БОЗ"",""uz-Latn-UZ"":""BSH""}"
b0f943d2-7466-480f-b2c2-fb3f4f5205fd;9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;3;1706403;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;df998130-48eb-5c02-889c-c78048c374e6;25b91ac4-feac-4a10-97c8-6daec8e7d6bb;"{""en-US"":""Kagan city independent city"",""ru-RU"":""Город Каган"",""uz-Latn-UZ"":""Kogon shahri""}";"{""en-US"":""DJK"",""ru-RU"":""ДУС"",""uz-Latn-UZ"":""JRQ""}"
b17e8dbd-4ef5-450c-9412-83f126e2f9df;b17e8dbd-4ef5-450c-9412-83f126e2f9df;2;1727;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;9412efa9-243d-40ce-80a2-bcee7f208474;"{""en-US"":""Tashkent province"",""ru-RU"":""Ташкентская область"",""uz-Latn-UZ"":""Toshkent viloyati""}";"{""en-US"":""YND"",""ru-RU"":""ЯГЗ"",""uz-Latn-UZ"":""SHF""}"
c4a77cb8-1d91-48a2-88c1-5af658b36290;e620d9be-4034-41a3-b73e-a1aedd52b9e7;3;1726292;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;ee568ccb-4219-4c65-8efb-282b1592b578;"{""en-US"":"""",""ru-RU"":""Янгихаётский район"",""uz-Latn-UZ"":""""}";"{""en-US"":""YKS"",""ru-RU"":""ЯРК"",""uz-Latn-UZ"":""YHY""}"
b491723a-412f-4a51-b263-09d2e83027e1;b491723a-412f-4a51-b263-09d2e83027e1;2;1718;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;3b566aeb-90c7-5f74-9c2d-c6f66ea39836;398543e8-4f14-4d4a-98f6-eaad4de5603f;"{""en-US"":""Samarkand province"",""ru-RU"":""Самаркандская область"",""uz-Latn-UZ"":""Samarqand viloyati""}";"{""en-US"":""CHS"",""ru-RU"":""ШРШ"",""uz-Latn-UZ"":""XVN""}"
b25b9fea-4cba-48a2-8a85-4d39842835b0;b17e8dbd-4ef5-450c-9412-83f126e2f9df;3;1727239;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;cbfa24dc-0df2-4e7e-a9be-ab45ee04a25e;"{""en-US"":""Yukarichirchik district"",""ru-RU"":""Юкоричирчикский район"",""uz-Latn-UZ"":""Yuqori Chirchiq tumani""}";"{""en-US"":""BST"",""ru-RU"":""ККД"",""uz-Latn-UZ"":""YUC""}"
b3b67f5d-fc89-4af5-b393-6fb117c7eda6;9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;3;1706212;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;d0b494d0-02f3-48b6-a408-bf3602aac6d1;"{""en-US"":""Vabkent district"",""ru-RU"":""Вабкентский район"",""uz-Latn-UZ"":""Vobkent tumani""}";"{""en-US"":""GJD"",""ru-RU"":""АНГ"",""uz-Latn-UZ"":""GJD""}"
b3bb0438-f334-4b63-aaa5-652678ffe4f5;e620d9be-4034-41a3-b73e-a1aedd52b9e7;3;1726280;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;52b70739-a5fb-40dc-8a5b-0370f0b9e785;"{""en-US"":""Almazar district"",""ru-RU"":""Алмазарский район"",""uz-Latn-UZ"":""Olmazor tumani""}";"{""en-US"":""ALM"",""ru-RU"":""АЛМ"",""uz-Latn-UZ"":""OLM""}"
b67d11a0-53fb-4eec-b079-81abe14b401e;b17e8dbd-4ef5-450c-9412-83f126e2f9df;3;1727265;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;0f8ca7be-0bdb-46a5-a8a1-3e3080d69757;"{""en-US"":""Tashkent district"",""ru-RU"":""Ташкентский район"",""uz-Latn-UZ"":""Toshkent tumani""}";"{""en-US"":""YZY"",""ru-RU"":""ЯКР"",""uz-Latn-UZ"":""SHS""}"
b8bc83c0-eeda-485e-a66e-12caa3b7ebed;64166312-1062-41f5-828c-bc827c64593a;3;1730401;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;df998130-48eb-5c02-889c-c78048c374e6;945faade-6101-40ce-b99c-e9af37f038ed;"{""en-US"":""Fergana city independent city"",""ru-RU"":""Город Фергана"",""uz-Latn-UZ"":""Farg‘ona shahri""}";"{""en-US"":""KKL"",""ru-RU"":""КРМ"",""uz-Latn-UZ"":""QKL""}"
b90edfc0-c049-4abe-bdbc-4a718a01777e;e143ec4d-ecbe-4141-a890-6f61e56a85a2;3;1714234;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;761bff0c-6f98-4ebd-a0b2-61b810374532;"{""en-US"":""Uchkurgan district"",""ru-RU"":""Учкурганский район"",""uz-Latn-UZ"":""Uchqo‘rg‘on tumani""}";"{""en-US"":""UCH"",""ru-RU"":""УКГ"",""uz-Latn-UZ"":""YAR""}"
b97b7068-4401-4de2-a485-575f953cdba7;86a7670c-a010-48fa-b5d2-f0aec5d877fe;3;1703214;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;2231bd8a-706b-4c76-b6dc-2dc836ac128d;"{""en-US"":""Izboskan district"",""ru-RU"":""Избосканский район"",""uz-Latn-UZ"":""Izboskan tumani""}";"{""en-US"":""NAV"",""ru-RU"":""НМГ"",""uz-Latn-UZ"":""MGB""}"
ba212813-e81d-4283-9b05-2f323ac771c3;9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;3;1706401;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;df998130-48eb-5c02-889c-c78048c374e6;2627ae55-b3f6-4953-abec-0f07afdac67c;"{""en-US"":""Bukhara city independent city"",""ru-RU"":""Город Бухара"",""uz-Latn-UZ"":""Buxoro shahri ""}";"{""en-US"":""DNG"",""ru-RU"":""ДХН"",""uz-Latn-UZ"":""DNG""}"
bbc4899c-6c99-45b6-b2ed-7208f986306a;8b89dc72-97bb-41b3-ad6f-5462c79a9616;3;1724216;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;806af208-b856-4157-a1d5-edf5b8fcd276;"{""en-US"":""Saykhunabad district"",""ru-RU"":""Сайхунобадский район"",""uz-Latn-UZ"":""Sayxunobod tumani""}";"{""en-US"":""CHR"",""ru-RU"":""ШХТ"",""uz-Latn-UZ"":""XTR""}"
bcf99316-6bb6-45ce-8da4-7b18d0610c9f;b491723a-412f-4a51-b263-09d2e83027e1;3;1718401;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;df998130-48eb-5c02-889c-c78048c374e6;5110eeac-02ca-4c98-9022-b80a868c5b0b;"{""en-US"":""Samarkand city independent city"",""ru-RU"":""Город Самарканд"",""uz-Latn-UZ"":""Samarqand shahri ""}";"{""en-US"":""KGN"",""ru-RU"":""КМХ"",""uz-Latn-UZ"":""KGN""}"
bf388676-6158-4a64-885d-499f0705bb71;068d807b-8cb9-4b1c-8075-95939ecc454c;3;1735243;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;145d1bb4-07db-49c3-8c0d-55b2f40afe28;"{""en-US"":""Shumanay district"",""ru-RU"":""Шуманайский район"",""uz-Latn-UZ"":""Shumanay tumani""}";"{""en-US"":""MRB"",""ru-RU"":""МРБ"",""uz-Latn-UZ"":""SHU""}"
bf3ffa85-d380-43fd-b39f-dc8495a99d16;e620d9be-4034-41a3-b73e-a1aedd52b9e7;3;1726264;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;9e2b3b0a-a731-4ea0-a966-1977058fcd19;"{""en-US"":""Bektemir district"",""ru-RU"":""Бектемирский район"",""uz-Latn-UZ"":""Bektemir tumani""}";"{""en-US"":""BKR"",""ru-RU"":""БЗТ"",""uz-Latn-UZ"":""BRN""}"
c0295f9c-8972-42ea-b743-40385f729b65;068d807b-8cb9-4b1c-8075-95939ecc454c;3;1735240;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;94c5cce2-e250-4d7c-b38e-19d1821824cb;"{""en-US"":""Chimbay district"",""ru-RU"":""Чимбайский район"",""uz-Latn-UZ"":""Chimboy tumani""}";"{""en-US"":""KOK"",""ru-RU"":""ККД"",""uz-Latn-UZ"":""CHI""}"
9deca97b-b51d-455c-b334-fa990f017ee9;e143ec4d-ecbe-4141-a890-6f61e56a85a2;3;1714237;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;5d42f4be-1ee3-4421-a6b0-f74c23fa7fb2;"{""en-US"":""Chust district"",""ru-RU"":""Чустский район"",""uz-Latn-UZ"":""Chust tumani""}";"{""en-US"":""SHU"",""ru-RU"":""ДХК"",""uz-Latn-UZ"":""CHU""}"
9f3b6224-d462-4251-a417-ccb017dc5034;51e249d6-6740-426e-add7-72d8db9cd3c9;3;1712211;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;a4830618-c5e8-4456-a9cb-361f15c6e589;"{""en-US"":""Kanimekh district"",""ru-RU"":""Канимехский район"",""uz-Latn-UZ"":""Konimex tumani""}";"{""en-US"":""NPN"",""ru-RU"":""НКС"",""uz-Latn-UZ"":""MUU""}"
9f508fdc-35c7-4e65-bf1d-340d4a256d8a;9ab4a4c9-bcea-4c70-bd7a-62882e170ccf;3;1706207;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;346da391-9612-49fe-b6a0-e87a3eb184da;"{""en-US"":""Bukhara district"",""ru-RU"":""Бухарский район"",""uz-Latn-UZ"":""Buxoro tumani""}";"{""en-US"":""GLY"",""ru-RU"":""АЛМ"",""uz-Latn-UZ"":""GLO""}"
a09555b6-40e9-4cf8-864a-3555ff439878;c4645385-7ff6-4910-8b91-588501be07be;3;1722220;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;78ac9a3d-8a07-403e-9828-e1ad9df3c0fb;"{""en-US"":""Termez district"",""ru-RU"":""Термезский район"",""uz-Latn-UZ"":""Termiz tumani""}";"{""en-US"":""YGB"",""ru-RU"":""ЯШН"",""uz-Latn-UZ"":""SHR""}"
a27f2b0f-8017-444f-9ef7-cba9efb8ffce;35c53524-c813-44fb-833c-9f506c9a3686;3;1733212;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;bf270501-b8e0-41d1-a11e-384968f638c1;"{""en-US"":""Koshkupir district"",""ru-RU"":""Кошкупырский район"",""uz-Latn-UZ"":""Qo‘shko‘pir tumani""}";"{""en-US"":""SKH"",""ru-RU"":""СМН"",""uz-Latn-UZ"":""PST""}"
a5fd5e97-0870-428f-b989-99030fef4592;e620d9be-4034-41a3-b73e-a1aedd52b9e7;3;1726294;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;bbf95101-94ff-4803-9578-8822b290cc2d;"{""en-US"":""Chilanzar district"",""ru-RU"":""Чиланзарский район"",""uz-Latn-UZ"":""Chilonzor tumani""}";"{""en-US"":""KUV"",""ru-RU"":""КВН"",""uz-Latn-UZ"":""CHI""}"
a76b2187-a347-4efb-93e3-3448d8aaa13e;b491723a-412f-4a51-b263-09d2e83027e1;3;1718236;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;475c4833-d088-4874-bf6e-4885089ea47a;"{""en-US"":""Urgut district"",""ru-RU"":""Ургутский район"",""uz-Latn-UZ"":""Urgut tumani""}";"{""en-US"":""URG"",""ru-RU"":""УРГ"",""uz-Latn-UZ"":""YGB""}"
a837d8a3-4d5c-4ce8-b9cd-6d6f3dd5c93c;64166312-1062-41f5-828c-bc827c64593a;3;1730221;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;6874c35b-4ddc-5a91-9b9e-30366615b069;7063bfcb-b0df-44bf-9a43-877e1049f361;"{""en-US"":""Uchkuprik district"",""ru-RU"":""Учкуприкский район"",""uz-Latn-UZ"":""Uchko‘prik tumani""}";"{""en-US"":""UCK"",""ru-RU"":""УКП"",""uz-Latn-UZ"":""YHY""}"
a974685f-15a0-4c1d-8c2a-2986d4f68b75;b17e8dbd-4ef5-450c-9412-83f126e2f9df;3;1727424;TRUE;2025-05-23 06:06:23;2025-05-23 06:06:23;00000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000;df998130-48eb-5c02-889c-c78048c374e6;1e3c2068-2536-44c1-8b13-f01aa22b2dc4;"{""en-US"":""Yangiyul city gorhokimiyat towns"",""ru-RU"":""Город Янгиюль"",""uz-Latn-UZ"":""Yangiyo‘l shahri""}";"{""en-US"":""KGY"",""ru-RU"":""КТБ"",""uz-Latn-UZ"":""QKD""}"
